seed,model,metric,higher_is_better,contrast,internal_value,future_2025_value,point_gap,ci_lower,ci_upper,iterations,valid_iterations,bootstrap_design
5501,logistic_weighted,accuracy,True,random_internal_minus_same_model_2025,0.47800286474319625,0.4747675962815405,0.003235268461655727,-0.013312418716492982,0.01856938057935167,2000,2000,independent_stratified
5501,logistic_weighted,minor_recall,True,random_internal_minus_same_model_2025,0.5375131164742917,0.5287034784723912,0.008809638001900488,-0.010809641894408108,0.02739605696640163,2000,2000,independent_stratified
5501,logistic_weighted,serious_recall,True,random_internal_minus_same_model_2025,0.21762208067940553,0.24599708879184862,-0.02837500811244309,-0.05910853521727442,0.003689114183022871,2000,2000,independent_stratified
5501,logistic_weighted,fatal_recall,True,random_internal_minus_same_model_2025,0.6165413533834586,0.583011583011583,0.033529770371875656,-0.06482930298719776,0.1388081690713269,2000,2000,independent_stratified
5501,logistic_weighted,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.6102325581395349,0.6327586206896552,-0.02252606255012024,-0.05887354651162793,0.010759522854851666,2000,2000,independent_stratified
5501,logistic_weighted,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.8455084919173317,0.8407323088597989,0.004776183057532801,-0.024638130805725585,0.034870013063592366,2000,2000,independent_stratified
5501,lightgbm_weighted,macro_f1,True,random_internal_minus_same_model_2025,0.331639543035223,0.33330493230031544,-0.001665389265092465,-0.015885720521563226,0.01245592312399234,2000,2000,independent_stratified
5501,lightgbm_weighted,qwk,True,random_internal_minus_same_model_2025,0.1036386533794994,0.09073748993492259,0.012901163444576813,-0.012712575040296497,0.03677567904857641,2000,2000,independent_stratified
5501,lightgbm_weighted,ordinal_mae,False,random_internal_minus_same_model_2025,0.6517290771434417,0.6582242458736483,-0.006495168730206502,-0.031037482971734982,0.018514522400910487,2000,2000,independent_stratified
5501,lightgbm_weighted,accuracy,True,random_internal_minus_same_model_2025,0.5082872928176796,0.5074938341870613,0.0007934586306183045,-0.015170828859719765,0.01661166582173157,2000,2000,independent_stratified
5501,lightgbm_weighted,minor_recall,True,random_internal_minus_same_model_2025,0.5752885624344176,0.5700559474580394,0.005232614976378169,-0.013038067384028107,0.023910243050725376,2000,2000,independent_stratified
5501,lightgbm_weighted,serious_recall,True,random_internal_minus_same_model_2025,0.2494692144373673,0.2692867540029112,-0.019817539565543885,-0.0539422610383309,0.011056178282139971,2000,2000,independent_stratified
5501,lightgbm_weighted,fatal_recall,True,random_internal_minus_same_model_2025,0.42105263157894735,0.416988416988417,0.004064214590530357,-0.09815586262954686,0.1071530176793331,2000,2000,independent_stratified
5501,lightgbm_weighted,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.5646511627906977,0.5646551724137931,-4.0096230954356216e-06,-0.033789645148356084,0.034076032477947125,2000,2000,independent_stratified
5501,lightgbm_weighted,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.7790055248618785,0.7826788085752229,-0.0036732837133444107,-0.031217490236662225,0.026106391761726182,2000,2000,independent_stratified
